time,throughput_mbps
1,0
2,0
3,0.583168
4,0.651776
5,0.647488
6,0.647488
7,0.647488
8,0.651776
9,0.647488
10,0.647488
11,0.651776
12,0.651776
13,0.6432
14,0.651776
15,0.647488
16,0.647488
17,0.6432
18,0.651776
19,0.647488
20,0.647488
21,0.651776
22,0.651776
23,0.647488
24,0.647488
25,0.6432
26,0.651776
27,0.651776
28,0.6432
29,0.651776
30,0.6432
31,0.651776
32,0.6432
33,0.6432
34,0.647488
35,0.647488
36,0.6432
37,0.647488
38,0.647488
39,0.651776
40,0.651776
41,0.651776
42,0.647488
43,0.647488
44,0.647488
45,0.647488
46,0.651776
47,0.6432
48,0.647488
49,0.647488
50,0.647488
51,0.6432
52,0.647488
53,0.647488
54,0.647488
55,0.6432
56,0.651776
57,0.6432
58,0.647488
59,0.647488
60,0.647488
61,0.647488
62,0.651776
63,0.651776
64,0.647488
65,0.647488
66,0.6432
67,0.651776
68,0.6432
69,0.647488
70,0.638912
71,0.647488
72,0.647488
73,0.6432
74,0.647488
75,0.647488
76,0.647488
77,0.647488
78,0.651776
79,0.6432
80,0.647488
81,0.647488
82,0.647488
83,0.647488
84,0.6432
85,0.651776
86,0.651776
87,0.647488
88,0.647488
89,0.651776
90,0.638912
91,0.647488
92,0.651776
93,0.6432
94,0.647488
95,0.647488
96,0.6432
97,0.647488
98,0.6432
99,0.6432
100,0.647488
101,0.647488
102,0.647488
103,0.647488
104,0.647488
105,0.651776
106,0.651776
107,0.651776
108,0.6432
109,0.651776
110,0.651776
111,0.6432
112,0.6432
113,0.6432
114,0.651776
115,0.6432
116,0.647488
117,0.647488
118,0.651776
119,0.647488
