time,throughput_mbps
1.0001,0
2.0001,0
3.0001,0
4.0001,0
5.0001,0
6.0001,0.49312
7.0001,1.11149
8.0001,0.874752
9.0001,1.02912
10.0001,0.763264
11.0001,0.780416
12.0001,0.823296
13.0001,1.08058
14.0001,0.98624
15.0001,1.02912
16.0001,0.999104
17.0001,1.00768
18.0001,1.03341
19.0001,1.03341
20.0001,1.02483
21.0001,1.01626
22.0001,1.02483
23.0001,1.05914
24.0001,1.02483
25.0001,1.02483
26.0001,1.02912
27.0001,1.02054
28.0001,1.02483
29.0001,1.04198
30.0001,1.02054
31.0001,1.00768
32.0001,1.03341
33.0001,1.02054
34.0001,1.01197
35.0001,0.999104
36.0001,1.06342
37.0001,1.02054
38.0001,1.03341
39.0001,1.02912
40.0001,1.02054
41.0001,1.06342
42.0001,1.02054
43.0001,1.05485
44.0001,1.06342
45.0001,1.05056
46.0001,1.02054
47.0001,1.01197
48.0001,1.03341
49.0001,0.999104
50.0001,1.05056
51.0001,1.06771
52.0001,1.02912
53.0001,1.05485
54.0001,1.01626
55.0001,1.0377
56.0001,1.05485
57.0001,1.03341
58.0001,0.994816
59.0001,1.01197
60.0001,1.01197
61.0001,1.02912
62.0001,1.02054
63.0001,1.00339
64.0001,1.04627
65.0001,1.05914
66.0001,1.02054
67.0001,1.02483
68.0001,1.01197
69.0001,1.02912
70.0001,0.999104
71.0001,1.03341
72.0001,1.00768
73.0001,1.01197
74.0001,1.02912
75.0001,1.04198
76.0001,0.999104
77.0001,1.04198
78.0001,1.01626
79.0001,1.02483
80.0001,1.02483
81.0001,1.01197
82.0001,1.01197
83.0001,1.05485
84.0001,1.05056
85.0001,1.05914
86.0001,1.072
87.0001,1.02054
88.0001,1.03341
89.0001,1.03341
90.0001,1.01197
91.0001,1.02054
92.0001,0.994816
93.0001,1.02483
94.0001,1.05485
95.0001,0.999104
96.0001,1.04627
97.0001,1.05056
98.0001,1.03341
99.0001,0.990528
100,1.03341
101,1.01197
102,1.05485
103,0.990528
104,1.05056
105,1.05056
106,1.05485
107,1.02483
108,1.02054
109,0.999104
110,1.02912
111,1.05056
112,1.03341
113,1.00339
114,1.07629
115,1.02054
116,1.01197
117,1.03341
118,1.02912
119,1.02912
