time,throughput_mbps
1.0001,0
2.0001,0
3.0001,0
4.0001,0
5.0001,0
6.0001,0.484544
7.0001,0.583168
8.0001,0.488832
9.0001,0.313024
10.0001,0.261568
11.0001,0.248704
12.0001,0.222976
13.0001,0.17152
14.0001,0.145792
15.0001,0.102912
16.0001,0.132928
17.0001,0.137216
18.0001,0.137216
19.0001,0.137216
20.0001,0.12864
21.0001,0.12864
22.0001,0.124352
23.0001,0.132928
24.0001,0.120064
25.0001,0.090048
26.0001,0.051456
27.0001,0.12864
28.0001,0.132928
29.0001,0.12864
30.0001,0.124352
31.0001,0.115776
32.0001,0.115776
33.0001,0.124352
34.0001,0.124352
35.0001,0.111488
36.0001,0.12864
37.0001,0.077184
38.0001,0.124352
39.0001,0.124352
40.0001,0.124352
41.0001,0.137216
42.0001,0.137216
43.0001,0.145792
44.0001,0.137216
45.0001,0.145792
46.0001,0.137216
47.0001,0.098624
48.0001,0.115776
49.0001,0.145792
50.0001,0.137216
51.0001,0.141504
52.0001,0.141504
53.0001,0.12864
54.0001,0.124352
55.0001,0.141504
56.0001,0.12864
57.0001,0.098624
58.0001,0.094336
59.0001,0.158656
60.0001,0.132928
61.0001,0.154368
62.0001,0.15008
63.0001,0.145792
64.0001,0.154368
65.0001,0.154368
66.0001,0.15008
67.0001,0.124352
68.0001,0.355904
69.0001,0.703232
70.0001,0.34304
71.0001,0.308736
72.0001,0.295872
73.0001,0.270144
74.0001,0.248704
75.0001,0.175808
76.0001,0.201536
77.0001,0.145792
78.0001,0.090048
79.0001,0.111488
80.0001,0.154368
81.0001,0.120064
82.0001,0.154368
83.0001,0.12864
84.0001,0.145792
85.0001,0.137216
86.0001,0.154368
87.0001,0.111488
88.0001,0.102912
89.0001,0.411648
90.0001,0.488832
91.0001,0.308736
92.0001,0.265856
93.0001,0.248704
94.0001,0.25728
95.0001,0.218688
96.0001,0.231552
97.0001,0.184384
98.0001,0.145792
99.0001,0.175808
100,0.218688
101,0.210112
102,0.222976
103,0.218688
104,0.17152
105,0.15008
106,0.162944
107,0.154368
108,0.111488
109,0.677504
110,0.523136
111,0.291584
112,0.2144
113,0.205824
114,0.19296
115,0.205824
116,0.184384
117,0.184384
118,0.154368
119,0.060032
