time,throughput_mbps
1,0
2,0
3,12.0922
4,13.6577
5,13.6959
6,13.2675
7,12.8597
8,12.7889
9,13.4386
10,12.7933
11,12.5295
12,12.8554
13,13.0913
14,12.7603
15,12.7825
16,11.8392
17,13.2499
18,12.6625
19,13.2714
20,12.8812
21,13.5033
22,13.3405
23,12.8083
24,12.7654
25,13.0012
26,13.0913
27,12.9841
28,13.4073
29,13.6152
30,12.1479
31,12.2036
32,13.3014
33,12.2594
34,13.6054
35,12.3709
36,12.2637
37,13.876
38,13.4515
39,12.954
40,13.1213
41,12.864
42,13.5248
43,12.0493
44,13.2371
45,13.1127
46,13.0227
47,13.2242
48,14.0861
49,13.3954
50,12.8324
51,13.1427
52,12.6367
53,12.9369
54,12.7654
55,12.4438
56,13.0913
57,13.8858
58,12.8822
59,12.5038
60,12.7225
61,13.0269
62,13.453
63,12.3494
64,13.1299
65,13.4086
66,13.4452
67,13.0312
68,13.8288
69,13.3528
70,13.4214
71,12.8769
72,13.5067
73,13.4386
74,12.5338
75,12.7703
76,13.0055
77,13.6144
78,12.6839
79,12.2508
80,13.9637
81,13.4386
82,12.954
83,13.3743
84,13.4065
85,12.7011
86,13.1256
87,12.9455
88,13.6273
89,13.5758
90,12.5618
91,12.5038
92,13.5244
93,12.6839
94,12.1753
95,11.7877
96,12.9412
97,12.6024
98,12.9711
99,12.0193
100,13.5143
101,12.804
102,12.3237
103,13.1856
104,12.6321
105,12.0536
106,13.593
107,13.3614
108,14.0346
109,12.641
110,13.344
111,13.5544
112,13.1427
113,13.1101
114,12.9829
115,13.0827
116,13.9574
117,12.5638
118,12.9026
119,12.8511
