time,throughput_mbps
1.0001,0
2.0001,0
3.0001,0.746112
4.0001,0.120064
5.0001,1.95517
6.0001,0.694656
7.0001,0.608896
8.0001,0.70752
9.0001,0.883328
10.0001,0.930496
11.0001,0.94336
12.0001,0.969088
13.0001,1.01197
14.0001,0.548864
15.0001,0.939072
16.0001,1.31491
17.0001,1.05485
18.0001,1.05056
19.0001,1.06771
20.0001,1.06342
21.0001,1.072
22.0001,1.06771
23.0001,1.05914
24.0001,1.072
25.0001,0.291584
26.0001,1.31923
27.0001,1.2135
28.0001,1.05914
29.0001,1.06342
30.0001,1.072
31.0001,1.08058
32.0001,1.072
33.0001,1.072
34.0001,1.06342
35.0001,1.09344
36.0001,0.463104
37.0001,1.34214
38.0001,1.05914
39.0001,1.072
40.0001,1.072
41.0001,1.05914
42.0001,1.05914
43.0001,1.05056
44.0001,1.05914
45.0001,1.05056
46.0001,0.8576
47.0001,0.703232
48.0001,1.27674
49.0001,1.04627
50.0001,1.05914
51.0001,1.05056
52.0001,1.05485
53.0001,1.06342
54.0001,1.072
55.0001,1.05485
56.0001,1.072
57.0001,0.38592
58.0001,1.44077
59.0001,1.03341
60.0001,1.05914
61.0001,1.05056
62.0001,1.04627
63.0001,1.05056
64.0001,1.04198
65.0001,1.0377
66.0001,1.04627
67.0001,0.510272
68.0001,0
69.0001,1.5309
70.0001,0.853312
71.0001,0.909056
72.0001,0.90048
73.0001,0.926208
74.0001,0.947648
75.0001,1.02054
76.0001,0.98624
77.0001,0.741824
78.0001,0.801856
79.0001,1.35072
80.0001,1.0377
81.0001,1.07629
82.0001,1.04198
83.0001,1.072
84.0001,1.05056
85.0001,1.05056
86.0001,1.04627
87.0001,0.973376
88.0001,0.420224
89.0001,1.09235
90.0001,0.70752
91.0001,0.891904
92.0001,0.930496
93.0001,0.960512
94.0001,0.94336
95.0001,0.973376
96.0001,0.9648
97.0001,1.00768
98.0001,0.394496
99.0001,1.3593
100,0.977664
101,0.98624
102,0.969088
103,0.973376
104,1.01626
105,1.04627
106,1.03341
107,1.03341
108,0.180096
109,1.05187
110,0.66464
111,0.913344
112,0.981952
113,0.98624
114,0.999104
115,0.999104
116,1.01197
117,1.00768
118,0.527424
119,1.31213
