time,throughput_mbps
1.0001,0
2.0001,0
3.0001,0.57888
4.0001,0.647488
5.0001,0.647488
6.0001,0.34304
7.0001,0.351616
8.0001,0.40736
9.0001,0.38592
10.0001,0.403072
11.0001,0.283008
12.0001,0
13.0001,0
14.0001,1.36173
15.0001,0.415936
16.0001,0.313024
17.0001,0.334464
18.0001,0.433088
19.0001,0.445952
20.0001,0.47168
21.0001,0.51456
22.0001,0.544576
23.0001,0.536
24.0001,0.548864
25.0001,0.394496
26.0001,0
27.0001,0.677504
28.0001,0.789056
29.0001,0.531712
30.0001,0.536
31.0001,0.536
32.0001,0.548864
33.0001,0.553152
34.0001,0.544576
35.0001,0.548864
36.0001,0.561728
37.0001,0.548864
38.0001,0.548864
39.0001,0.162944
40.0001,0
41.0001,1.13168
42.0001,0.3216
43.0001,0.334464
44.0001,0.3216
45.0001,0.330176
46.0001,0.36448
47.0001,0.4288
48.0001,0.480256
49.0001,0.484544
50.0001,0.497408
51.0001,0.501696
52.0001,0.49312
53.0001,0.081472
54.0001,0
55.0001,1.13238
56.0001,0.330176
57.0001,0.381632
58.0001,0.36448
59.0001,0.437376
60.0001,0.437376
61.0001,0.458816
62.0001,0.463104
63.0001,0.488832
64.0001,0.475968
65.0001,0.531712
66.0001,0.540288
67.0001,0.222976
68.0001,0
69.0001,0.874752
70.0001,0.651008
71.0001,0.536
72.0001,0.523136
73.0001,0.540288
74.0001,0.544576
75.0001,0.527424
76.0001,0.540288
77.0001,0.536
78.0001,0.540288
79.0001,0.536
80.0001,0.475968
81.0001,0
82.0001,0.060032
83.0001,1.26218
84.0001,0.377344
85.0001,0.488832
86.0001,0.411648
87.0001,0.4288
88.0001,0.467392
89.0001,0.49312
90.0001,0.49312
91.0001,0.49312
92.0001,0.501696
93.0001,0.51456
94.0001,0.240128
95.0001,0
96.0001,0.831872
97.0001,0.705056
98.0001,0.51456
99.0001,0.488832
100,0.510272
101,0.51456
102,0.527424
103,0.523136
104,0.51456
105,0.536
106,0.523136
107,0.540288
108,0.36448
109,0
110,0.694656
111,0.762912
112,0.536
113,0.544576
114,0.531712
115,0.531712
116,0.553152
117,0.561728
118,0.55744
119,0.548864
