# time_sec, throughput_Mbps
1,0
1.1,2.83008
1.2,4.288
1.3,4.288
1.4,4.288
1.5,3.94496
1.6,3.94496
1.7,4.11648
1.8,4.288
1.9,4.288
2,4.288
2.1,4.288
2.2,4.288
2.3,4.288
2.4,4.288
2.5,4.288
2.6,4.288
2.7,4.288
2.8,3.98784
2.9,3.94496
3,4.0736
3.1,4.288
3.2,4.288
3.3,4.288
3.4,4.288
3.5,4.288
3.6,4.288
3.7,4.288
3.8,4.288
3.9,4.288
4,4.288
4.1,4.03072
4.2,3.94496
4.3,4.03072
4.4,4.288
4.5,4.288
4.6,4.288
4.7,4.288
4.8,4.288
4.9,4.288
5,4.288
5.1,4.288
5.2,4.288
5.3,4.288
5.4,4.0736
5.5,3.94496
5.6,3.98784
5.7,4.288
5.8,4.288
5.9,4.288
6,4.288
6.1,4.288
6.2,4.288
6.3,4.288
6.4,4.288
6.5,4.288
6.6,4.288
6.7,4.15936
6.8,3.90208
6.9,3.94496
7,4.288
7.1,4.288
7.2,4.288
7.3,4.288
7.4,4.288
7.5,4.288
7.6,4.288
7.7,4.288
7.8,4.288
7.9,4.288
8,4.20224
8.1,3.94496
8.2,3.90208
8.3,4.24512
8.4,4.288
8.5,4.288
8.6,4.288
8.7,4.288
8.8,4.288
8.9,4.288
9,4.288
9.1,4.288
9.2,4.288
9.3,4.24512
9.4,3.94496
9.5,3.90208
9.6,4.20224
9.7,4.288
9.8,4.288
9.9,4.288
10,4.288
10.1,4.288
10.2,4.288
10.3,4.288
10.4,4.288
10.5,4.288
10.6,4.288
10.7,3.94496
10.8,3.94496
10.9,4.11648
11,4.288
11.1,4.288
11.2,4.288
11.3,4.288
11.4,4.288
11.5,4.288
11.6,4.288
11.7,4.288
11.8,4.288
11.9,4.288
12,3.98784
12.1,3.94496
12.2,4.0736
12.3,4.288
12.4,4.288
12.5,4.288
12.6,4.288
12.7,4.288
12.8,4.288
12.9,4.288
13,4.288
13.1,4.288
13.2,4.288
13.3,4.03072
13.4,3.94496
13.5,4.03072
13.6,4.288
13.7,4.288
13.8,4.288
13.9,4.288
14,4.288
14.1,4.288
14.2,4.288
14.3,4.288
14.4,4.288
14.5,4.288
14.6,4.0736
14.7,3.94496
14.8,3.98784
14.9,4.288
15,4.288
15.1,4.288
15.2,4.288
15.3,4.288
15.4,4.288
15.5,4.288
15.6,4.288
15.7,4.288
15.8,4.288
15.9,4.11648
16,3.94496
16.1,3.94496
16.2,4.288
16.3,4.288
16.4,4.288
16.5,4.288
16.6,4.288
16.7,4.288
16.8,4.288
16.9,4.288
17,4.288
17.1,4.288
17.2,4.20224
17.3,3.90208
17.4,3.94496
17.5,4.24512
17.6,4.288
17.7,4.288
17.8,4.288
17.9,4.288
18,4.288
18.1,4.288
18.2,4.288
18.3,4.288
18.4,4.288
18.5,4.24512
18.6,3.94496
18.7,3.90208
18.8,4.20224
18.9,4.288
19,4.288
19.1,4.288
19.2,4.288
19.3,4.288
19.4,4.288
19.5,4.288
19.6,4.288
19.7,4.288
19.8,4.288
19.9,3.94496
20,3.90208
20.1,4.15936
20.2,4.288
20.3,4.288
20.4,4.288
20.5,4.288
20.6,4.288
20.7,4.288
20.8,4.288
20.9,4.288
21,4.288
21.1,4.288
21.2,3.98784
21.3,3.94496
21.4,4.0736
21.5,4.288
21.6,4.288
21.7,4.288
21.8,4.288
21.9,4.288
22,4.288
22.1,4.288
22.2,4.288
22.3,4.288
22.4,4.288
22.5,4.03072
22.6,3.94496
22.7,4.03072
22.8,4.288
22.9,4.288
23,4.288
23.1,4.288
23.2,4.288
23.3,4.288
23.4,4.288
23.5,4.288
23.6,4.288
23.7,4.288
23.8,4.0736
23.9,3.94496
24,3.98784
24.1,4.288
24.2,4.288
24.3,4.288
24.4,4.288
24.5,4.288
24.6,4.288
24.7,4.288
24.8,4.288
24.9,4.288
25,4.288
25.1,4.11648
25.2,3.94496
25.3,3.94496
25.4,4.288
25.5,4.288
25.6,4.288
25.7,4.288
25.8,4.288
25.9,4.288
26,4.288
26.1,4.288
26.2,4.288
26.3,4.288
26.4,4.15936
26.5,3.94496
26.6,3.94496
26.7,4.24512
26.8,4.288
26.9,4.288
27,4.288
27.1,4.288
27.2,4.288
27.3,4.288
27.4,4.288
27.5,4.288
27.6,4.288
27.7,4.24512
27.8,3.90208
27.9,3.94496
28,4.20224
28.1,4.288
28.2,4.288
28.3,4.288
28.4,4.288
28.5,4.288
28.6,4.288
28.7,4.288
28.8,4.288
28.9,4.288
29,4.288
29.1,3.90208
29.2,3.94496
29.3,4.15936
29.4,4.288
29.5,4.288
29.6,4.288
29.7,4.288
29.8,4.288
29.9,4.288
30,4.288
30.1,4.288
30.2,4.288
30.3,4.288
30.4,3.98784
30.5,3.90208
30.6,4.11648
30.7,4.288
30.8,4.288
30.9,4.288
31,4.288
31.1,4.288
31.2,4.288
31.3,4.288
31.4,4.288
31.5,4.288
31.6,4.288
31.7,4.03072
31.8,3.94496
31.9,4.03072
32,4.288
32.1,4.288
32.2,4.288
32.3,4.288
32.4,4.288
32.5,4.288
32.6,4.288
32.7,4.288
32.8,4.288
32.9,4.288
33,4.0736
33.1,3.94496
33.2,3.98784
33.3,4.288
33.4,4.288
33.5,4.288
33.6,4.288
33.7,4.288
33.8,4.288
33.9,4.288
34,4.288
34.1,4.288
34.2,4.288
34.3,4.11648
34.4,3.94496
34.5,3.94496
34.6,4.288
34.7,4.288
34.8,4.288
34.9,4.288
35,4.288
35.1,4.288
35.2,4.288
35.3,4.288
35.4,4.288
35.5,4.288
35.6,4.15936
35.7,3.94496
35.8,3.94496
35.9,4.24512
36,4.288
36.1,4.288
36.2,4.288
36.3,4.288
36.4,4.288
36.5,4.288
36.6,4.288
36.7,4.288
36.8,4.288
36.9,4.20224
37,3.94496
37.1,3.94496
37.2,4.20224
37.3,4.288
37.4,4.288
37.5,4.288
37.6,4.288
37.7,4.288
37.8,4.288
37.9,4.288
38,4.288
38.1,4.288
38.2,4.288
38.3,3.90208
38.4,3.94496
38.5,4.15936
38.6,4.288
38.7,4.288
38.8,4.288
38.9,4.288
39,4.288
39.1,4.288
39.2,4.288
39.3,4.288
39.4,4.288
39.5,4.288
39.6,3.94496
39.7,3.94496
39.8,4.11648
39.9,4.288
40,4.288
40.1,4.288
40.2,4.288
40.3,4.288
40.4,4.288
40.5,4.288
40.6,4.288
40.7,4.288
40.8,4.288
40.9,4.03072
41,3.90208
41.1,4.0736
41.2,4.288
41.3,4.288
41.4,4.288
41.5,4.288
41.6,4.288
41.7,4.288
41.8,4.288
41.9,4.288
42,4.288
42.1,4.288
42.2,4.0736
42.3,3.94496
42.4,3.98784
42.5,4.288
42.6,4.288
42.7,4.288
42.8,4.288
42.9,4.288
43,4.288
43.1,4.288
43.2,4.288
43.3,4.288
43.4,4.288
43.5,4.11648
43.6,3.94496
43.7,3.94496
43.8,4.288
43.9,4.288
44,4.288
44.1,4.288
44.2,4.288
44.3,4.288
44.4,4.288
44.5,4.288
44.6,4.288
44.7,4.288
44.8,4.15936
44.9,3.94496
45,3.94496
45.1,4.24512
45.2,4.288
45.3,4.288
45.4,4.288
45.5,4.288
45.6,4.288
45.7,4.288
45.8,4.288
45.9,4.288
46,4.288
46.1,4.20224
46.2,3.94496
46.3,3.94496
46.4,4.20224
46.5,4.288
46.6,4.288
46.7,4.288
46.8,4.288
46.9,4.288
47,4.288
47.1,4.288
47.2,4.288
47.3,4.288
47.4,4.24512
47.5,3.94496
47.6,3.94496
47.7,4.15936
47.8,4.288
47.9,4.288
48,4.288
48.1,4.288
48.2,4.288
48.3,4.288
48.4,4.288
48.5,4.288
48.6,4.288
48.7,4.288
48.8,3.94496
48.9,3.94496
49,4.11648
49.1,4.288
49.2,4.288
49.3,4.288
49.4,4.288
49.5,4.288
49.6,4.288
49.7,4.288
49.8,4.288
49.9,4.288
50,4.288
50.1,3.98784
50.2,3.94496
50.3,4.0736
50.4,4.288
50.5,4.288
50.6,4.288
50.7,4.288
50.8,4.288
50.9,4.288
51,4.288
51.1,4.288
51.2,4.288
51.3,4.288
51.4,4.0736
51.5,3.90208
51.6,4.03072
51.7,4.288
51.8,4.288
51.9,4.288
52,4.288
52.1,4.288
52.2,4.288
52.3,4.288
52.4,4.288
52.5,4.288
52.6,4.288
52.7,4.11648
52.8,3.94496
52.9,3.94496
53,4.288
53.1,4.288
53.2,4.288
53.3,4.288
53.4,4.288
53.5,4.288
53.6,4.288
53.7,4.288
53.8,4.288
53.9,4.288
54,4.15936
54.1,3.94496
54.2,3.94496
54.3,4.24512
54.4,4.288
54.5,4.288
54.6,4.288
54.7,4.288
54.8,4.288
54.9,4.288
55,4.288
55.1,4.288
55.2,4.288
55.3,4.20224
55.4,3.94496
55.5,3.94496
55.6,4.20224
55.7,4.288
55.8,4.288
55.9,4.288
56,4.288
56.1,4.288
56.2,4.288
56.3,4.288
56.4,4.288
56.5,4.288
56.6,4.24512
56.7,3.94496
56.8,3.94496
56.9,4.15936
57,4.288
57.1,4.288
57.2,4.288
57.3,4.288
57.4,4.288
57.5,4.288
57.6,4.288
57.7,4.288
57.8,4.288
57.9,4.288
58,3.94496
58.1,3.94496
58.2,4.11648
58.3,4.288
58.4,4.288
58.5,4.288
58.6,4.288
58.7,4.288
58.8,4.288
58.9,4.288
59,4.288
59.1,4.288
59.2,4.288
59.3,3.98784
59.4,3.94496
59.5,4.0736
59.6,4.288
59.7,4.288
59.8,4.288
59.9,4.288
60,4.288
60.1,4.288
60.2,4.288
60.3,4.288
60.4,4.288
60.5,4.288
60.6,4.03072
60.7,3.94496
60.8,4.03072
60.9,4.288
61,4.288
61.1,4.288
61.2,4.288
61.3,4.288
61.4,4.288
61.5,4.288
61.6,4.288
61.7,4.288
61.8,4.288
61.9,4.11648
62,3.90208
62.1,3.98784
62.2,4.288
62.3,4.288
62.4,4.288
62.5,4.288
62.6,4.288
62.7,4.288
62.8,4.288
62.9,4.288
63,4.288
63.1,4.288
63.2,4.15936
63.3,3.94496
63.4,3.90208
63.5,4.288
63.6,4.288
63.7,4.288
63.8,4.288
63.9,4.288
64,4.288
64.1,4.288
64.2,4.288
64.3,4.288
64.4,4.288
64.5,4.20224
64.6,3.94496
64.7,3.90208
64.8,4.24512
64.9,4.288
65,4.288
65.1,4.288
65.2,4.288
65.3,4.288
65.4,4.288
65.5,4.288
65.6,4.288
65.7,4.288
65.8,4.24512
65.9,3.94496
66,3.94496
66.1,4.15936
66.2,4.288
66.3,4.288
66.4,4.288
66.5,4.288
66.6,4.288
66.7,4.288
66.8,4.288
66.9,4.288
67,4.288
67.1,4.288
67.2,3.94496
67.3,3.94496
67.4,4.11648
67.5,4.288
67.6,4.288
67.7,4.288
67.8,4.288
67.9,4.288
68,4.288
68.1,4.288
68.2,4.288
68.3,4.288
68.4,4.288
68.5,3.98784
68.6,3.94496
68.7,4.0736
68.8,4.288
68.9,4.288
69,4.288
69.1,4.288
69.2,4.288
69.3,4.288
69.4,4.288
69.5,4.288
69.6,4.288
69.7,4.288
69.8,4.03072
69.9,3.94496
70,4.03072
70.1,4.288
70.2,4.288
70.3,4.288
70.4,4.288
70.5,4.288
70.6,4.288
70.7,4.288
70.8,4.288
70.9,4.288
71,4.288
71.1,4.0736
71.2,3.94496
71.3,3.98784
71.4,4.288
71.5,4.288
71.6,4.288
71.7,4.288
71.8,4.288
71.9,4.288
72,4.288
72.1,4.288
72.2,4.288
72.3,4.288
72.4,4.15936
72.5,3.90208
72.6,3.94496
72.7,4.288
72.8,4.288
72.9,4.288
73,4.288
73.1,4.288
73.2,4.288
73.3,4.288
73.4,4.288
73.5,4.288
73.6,4.288
73.7,4.20224
73.8,3.94496
73.9,3.90208
74,4.24512
74.1,4.288
74.2,4.288
74.3,4.288
74.4,4.288
74.5,4.288
74.6,4.288
74.7,4.288
74.8,4.288
74.9,4.288
75,4.24512
75.1,3.94496
75.2,3.90208
75.3,4.20224
75.4,4.288
75.5,4.288
75.6,4.288
75.7,4.288
75.8,4.288
75.9,4.288
76,4.288
76.1,4.288
76.2,4.288
76.3,4.288
76.4,3.94496
76.5,3.94496
76.6,4.11648
76.7,4.288
76.8,4.288
76.9,4.288
77,4.288
77.1,4.288
77.2,4.288
77.3,4.288
77.4,4.288
77.5,4.288
77.6,4.288
77.7,3.98784
77.8,3.94496
77.9,4.0736
78,4.288
78.1,4.288
78.2,4.288
78.3,4.288
78.4,4.288
78.5,4.288
78.6,4.288
78.7,4.288
78.8,4.288
78.9,4.288
79,4.03072
79.1,3.94496
79.2,4.03072
79.3,4.288
79.4,4.288
79.5,4.288
79.6,4.288
79.7,4.288
79.8,4.288
79.9,4.288
80,4.288
80.1,4.288
80.2,4.288
80.3,4.0736
80.4,3.94496
80.5,3.98784
80.6,4.288
80.7,4.288
80.8,4.288
80.9,4.288
81,4.288
81.1,4.288
81.2,4.288
81.3,4.288
81.4,4.288
81.5,4.288
81.6,4.11648
81.7,3.94496
81.8,3.94496
81.9,4.288
82,4.288
82.1,4.288
82.2,4.288
82.3,4.288
82.4,4.288
82.5,4.288
82.6,4.288
82.7,4.288
82.8,4.288
82.9,4.20224
83,3.90208
83.1,3.94496
83.2,4.24512
83.3,4.288
83.4,4.288
83.5,4.288
83.6,4.288
83.7,4.288
83.8,4.288
83.9,4.288
84,4.288
84.1,4.288
84.2,4.24512
84.3,3.90208
84.4,3.94496
84.5,4.20224
84.6,4.288
84.7,4.288
84.8,4.288
84.9,4.288
85,4.288
85.1,4.288
85.2,4.288
85.3,4.288
85.4,4.288
85.5,4.288
85.6,3.94496
85.7,3.90208
85.8,4.15936
85.9,4.288
86,4.288
86.1,4.288
86.2,4.288
86.3,4.288
86.4,4.288
86.5,4.288
86.6,4.288
86.7,4.288
86.8,4.288
86.9,3.98784
87,3.94496
87.1,4.0736
87.2,4.288
87.3,4.288
87.4,4.288
87.5,4.288
87.6,4.288
87.7,4.288
87.8,4.288
87.9,4.288
88,4.288
88.1,4.288
88.2,4.03072
88.3,3.94496
88.4,4.03072
88.5,4.288
88.6,4.288
88.7,4.288
88.8,4.288
88.9,4.288
89,4.288
89.1,4.288
89.2,4.288
89.3,4.288
89.4,4.288
89.5,4.0736
89.6,3.94496
89.7,3.98784
89.8,4.288
89.9,4.288
90,4.288
90.1,4.288
90.2,4.288
90.3,4.288
90.4,4.288
90.5,4.288
90.6,4.288
90.7,4.288
90.8,4.11648
90.9,3.94496
91,3.94496
91.1,4.288
91.2,4.288
91.3,4.288
91.4,4.288
91.5,4.288
91.6,4.288
91.7,4.288
91.8,4.288
91.9,4.288
92,4.288
92.1,4.15936
92.2,3.94496
92.3,3.94496
92.4,4.24512
92.5,4.288
92.6,4.288
92.7,4.288
92.8,4.288
92.9,4.288
93,4.288
93.1,4.288
93.2,4.288
93.3,4.288
93.4,4.24512
93.5,3.90208
93.6,3.94496
93.7,4.20224
93.8,4.288
93.9,4.288
94,4.288
94.1,4.288
94.2,4.288
94.3,4.288
94.4,4.288
94.5,4.288
94.6,4.288
94.7,4.288
94.8,3.90208
94.9,3.94496
95,4.15936
95.1,4.288
95.2,4.288
95.3,4.288
95.4,4.288
95.5,4.288
95.6,4.288
95.7,4.288
95.8,4.288
95.9,4.288
96,4.288
96.1,3.98784
96.2,3.90208
96.3,4.11648
96.4,4.288
96.5,4.288
96.6,4.288
96.7,4.288
96.8,4.288
96.9,4.288
97,4.288
97.1,4.288
97.2,4.288
97.3,4.288
97.4,4.03072
97.5,3.94496
97.6,4.03072
97.7,4.288
97.8,4.288
97.9,4.288
98,4.288
98.1,4.288
98.2,4.288
98.3,4.288
98.4,4.288
98.5,4.288
98.6,4.288
98.7,4.0736
98.8,3.94496
98.9,3.98784
99,4.288
99.1,4.288
99.2,4.288
99.3,4.288
99.4,4.288
99.5,4.288
99.6,4.288
99.7,4.288
99.8,4.288
99.9,4.288
100,4.11648
100.1,3.94496
100.2,3.94496
100.3,4.288
100.4,4.288
100.5,4.288
100.6,4.288
100.7,4.288
100.8,4.288
100.9,4.288
101,4.288
101.1,4.288
101.2,4.288
101.3,4.15936
101.4,3.94496
101.5,3.94496
101.6,4.24512
101.7,4.288
101.8,4.288
101.9,4.288
102,4.288
102.1,4.288
102.2,4.288
102.3,4.288
102.4,4.288
102.5,4.288
102.6,4.20224
102.7,3.94496
102.8,3.94496
102.9,4.20224
103,4.288
103.1,4.288
103.2,4.288
103.3,4.288
103.4,4.288
103.5,4.288
103.6,4.288
103.7,4.288
103.8,4.288
103.9,4.24512
104,3.94496
104.1,3.94496
104.2,4.15936
104.3,4.288
104.4,4.288
104.5,4.288
104.6,4.288
104.7,4.288
104.8,4.288
104.9,4.288
105,4.288
105.1,4.288
105.2,4.288
105.3,3.94496
105.4,3.94496
105.5,4.11648
105.6,4.288
105.7,4.288
105.8,4.288
105.9,4.288
106,4.288
106.1,4.288
106.2,4.288
106.3,4.288
106.4,4.288
106.5,4.288
106.6,4.03072
106.7,3.90208
106.8,4.0736
106.9,4.288
107,4.288
107.1,4.288
107.2,4.288
107.3,4.288
107.4,4.288
107.5,4.288
107.6,4.288
107.7,4.288
107.8,4.288
107.9,4.0736
108,3.94496
108.1,3.98784
108.2,4.288
108.3,4.288
108.4,4.288
108.5,4.288
108.6,4.288
108.7,4.288
108.8,4.288
108.9,4.288
109,4.288
109.1,4.288
109.2,4.11648
109.3,3.94496
109.4,3.94496
109.5,4.288
109.6,4.288
109.7,4.288
109.8,4.288
109.9,4.288
110,4.288
110.1,4.288
110.2,4.288
110.3,4.288
110.4,4.288
110.5,4.15936
110.6,3.94496
110.7,3.94496
110.8,4.24512
110.9,4.288
111,4.288
111.1,4.288
111.2,4.288
111.3,4.288
111.4,4.288
111.5,4.288
111.6,4.288
111.7,4.288
111.8,4.20224
111.9,3.94496
112,3.94496
112.1,4.20224
112.2,4.288
112.3,4.288
112.4,4.288
112.5,4.288
112.6,4.288
112.7,4.288
112.8,4.288
112.9,4.288
113,4.288
113.1,4.24512
113.2,3.94496
113.3,3.94496
113.4,4.15936
113.5,4.288
113.6,4.288
113.7,4.288
113.8,4.288
113.9,4.288
114,4.288
114.1,4.288
114.2,4.288
114.3,4.288
114.4,4.288
114.5,3.94496
114.6,3.94496
114.7,4.11648
114.8,4.288
114.9,4.288
115,4.288
115.1,4.288
115.2,4.288
115.3,4.288
115.4,4.288
115.5,4.288
115.6,4.288
115.7,4.288
115.8,3.98784
115.9,3.94496
116,4.0736
116.1,4.288
116.2,4.288
116.3,4.288
116.4,4.288
116.5,4.288
116.6,4.288
116.7,4.288
116.8,4.288
116.9,4.288
117,4.288
117.1,4.0736
117.2,3.90208
117.3,4.03072
117.4,4.288
117.5,4.288
117.6,4.288
117.7,4.288
117.8,4.288
117.9,4.288
118,4.288
118.1,4.288
118.2,4.288
118.3,4.288
118.4,4.11648
118.5,3.94496
118.6,3.94496
118.7,4.288
118.8,4.288
118.9,4.288
119,4.288
119.1,4.288
119.2,4.288
119.3,4.288
119.4,4.288
119.5,4.288
119.6,4.288
119.7,4.15936
119.8,3.94496
119.9,3.90208
# T_bar_Mbps=4.21939, T_prev_Mbps=4.22368, T_last_Mbps=4.21939, relDiff=0.00101626, approxStable=1, eps=0.8, windowLen_s=2, Tconv_abs_s=2.9, Tconv_rel_s=1.9
