# time_sec, throughput_Mbps
1,0
1.1,2.27264
1.2,2.44416
1.3,2.05824
1.4,1.9296
1.5,1.62944
1.6,1.11488
1.7,0.8576
1.8,0.8576
1.9,1.02912
2,0.94336
2.1,0.77184
2.2,1.02912
2.3,0.68608
2.4,1.02912
2.5,0.68608
2.6,1.02912
2.7,0.68608
2.8,1.02912
2.9,0.77184
3,0.94336
3.1,0.8576
3.2,0.8576
3.3,0.94336
3.4,0.77184
3.5,1.02912
3.6,1.02912
3.7,1.02912
3.8,1.02912
3.9,1.02912
4,1.02912
4.1,1.02912
4.2,1.02912
4.3,1.02912
4.4,0.94336
4.5,0.8576
4.6,0.94336
4.7,1.02912
4.8,1.02912
4.9,1.02912
5,0.68608
5.1,1.02912
5.2,1.02912
5.3,0.94336
5.4,0.77184
5.5,1.02912
5.6,1.02912
5.7,0.68608
5.8,1.02912
5.9,0.94336
6,0.77184
6.1,1.02912
6.2,0.68608
6.3,1.02912
6.4,0.68608
6.5,1.02912
6.6,0.77184
6.7,0.94336
6.8,0.8576
6.9,0.8576
7,0.94336
7.1,0.77184
7.2,1.02912
7.3,0.68608
7.4,1.02912
7.5,0.68608
7.6,1.02912
7.7,0.68608
7.8,1.02912
7.9,0.68608
8,1.02912
8.1,0.77184
8.2,0.94336
8.3,0.8576
8.4,0.8576
8.5,0.94336
8.6,1.11488
8.7,1.02912
8.8,1.02912
8.9,1.02912
9,1.02912
9.1,1.02912
9.2,0.68608
9.3,1.02912
9.4,1.02912
9.5,1.02912
9.6,0.68608
9.7,1.02912
9.8,0.68608
9.9,1.02912
10,1.02912
10.1,0.68608
10.2,1.02912
10.3,0.68608
10.4,1.02912
10.5,0.68608
10.6,1.02912
10.7,0.68608
10.8,1.02912
10.9,0.68608
11,1.02912
11.1,0.68608
11.2,1.02912
11.3,0.77184
11.4,0.94336
11.5,1.02912
11.6,0.68608
11.7,1.02912
11.8,0.68608
11.9,1.02912
12,0.68608
12.1,1.02912
12.2,0.68608
12.3,1.02912
12.4,0.68608
12.5,1.02912
12.6,1.02912
12.7,1.02912
12.8,1.02912
12.9,1.02912
13,1.02912
13.1,1.02912
13.2,1.02912
13.3,1.02912
13.4,1.02912
13.5,1.02912
13.6,1.02912
13.7,1.02912
13.8,0.68608
13.9,1.02912
14,1.02912
14.1,1.02912
14.2,1.02912
14.3,0.68608
14.4,1.02912
14.5,1.02912
14.6,0.68608
14.7,1.02912
14.8,1.02912
14.9,0.68608
15,1.02912
15.1,1.02912
15.2,0.68608
15.3,1.02912
15.4,0.68608
15.5,1.02912
15.6,0.68608
15.7,1.02912
15.8,0.94336
15.9,0.77184
16,1.02912
16.1,0.68608
16.2,1.02912
16.3,0.68608
16.4,1.02912
16.5,0.68608
16.6,1.02912
