# time_sec, throughput_Mbps
1,0
1.1,16.8947
1.2,20.6682
1.3,21.44
1.4,21.3971
1.5,21.8259
1.6,21.097
1.7,22.0976
1.8,21.8259
1.9,21.783
2,21.4829
2.1,21.8259
2.2,21.6115
2.3,21.6973
2.4,21.7402
2.5,21.4893
2.6,21.7402
2.7,21.3971
2.8,21.783
2.9,21.9117
3,21.3542
3.1,21.783
3.2,21.8259
3.3,21.44
3.4,21.8688
3.5,21.7402
3.6,21.5258
3.7,21.7402
3.8,21.6544
3.9,21.7402
4,21.6544
4.1,21.6973
4.2,21.783
4.3,21.5686
4.4,21.5709
4.5,21.6973
4.6,21.44
4.7,21.8688
4.8,21.6544
4.9,21.5686
5,21.783
5.1,21.6544
5.2,21.6973
5.3,21.6115
5.4,21.6973
5.5,21.8259
5.6,21.6115
5.7,21.6544
5.8,21.8259
5.9,21.5258
6,21.783
6.1,21.7402
6.2,21.425
6.3,21.783
6.4,21.44
6.5,21.6973
6.6,21.783
6.7,21.5686
6.8,21.783
6.9,21.6973
7,21.5686
7.1,21.8688
7.2,21.4829
7.3,21.783
7.4,21.7402
7.5,21.5258
7.6,21.8688
7.7,21.6544
7.8,21.5258
7.9,21.9546
8,21.399
8.1,21.6973
8.2,21.7402
8.3,21.3971
8.4,21.8259
8.5,21.6544
8.6,21.6115
8.7,21.8259
8.8,21.5686
8.9,21.7402
9,21.6544
9.1,21.6544
9.2,21.8259
9.3,21.5686
9.4,21.7402
9.5,21.783
9.6,21.3971
9.7,21.9546
9.8,17.152
9.9,25.9702
10,21.8259
10.1,21.44
10.2,21.6544
10.3,21.7402
10.4,21.6544
10.5,21.7402
10.6,21.5686
10.7,21.7402
10.8,21.8259
10.9,21.44
11,21.8688
11.1,21.6973
11.2,21.44
11.3,21.9974
11.4,21.6115
11.5,21.4829
11.6,21.7878
11.7,21.3971
11.8,21.783
11.9,21.6115
12,21.5686
12.1,21.9546
12.2,21.3971
12.3,21.7402
12.4,21.9546
12.5,21.3542
12.6,21.783
12.7,21.8259
12.8,21.44
12.9,21.9546
13,21.6544
13.1,21.5258
13.2,21.8259
13.3,21.2256
13.4,22.1091
13.5,21.6115
13.6,21.4829
13.7,21.8259
13.8,21.3542
13.9,21.783
14,21.9117
14.1,21.3971
14.2,21.8259
14.3,21.7402
14.4,21.5258
14.5,21.8259
14.6,21.6544
14.7,21.6544
14.8,21.6544
14.9,21.6973
15,21.783
15.1,21.5686
15.2,21.5283
15.3,21.7402
15.4,21.44
15.5,21.783
15.6,21.5686
15.7,21.7402
15.8,21.783
15.9,21.3971
16,21.9546
16.1,21.6973
16.2,21.44
16.3,21.9974
16.4,21.5258
16.5,21.6544
16.6,21.9546
16.7,21.3971
16.8,21.7402
16.9,21.8688
17,21.3971
17.1,21.8029
17.2,21.5686
17.3,21.5686
17.4,21.6973
17.5,21.44
17.6,21.9974
17.7,21.6115
17.8,21.4829
17.9,22.0403
18,21.3971
18.1,21.6973
18.2,21.9974
18.3,21.3542
18.4,21.783
18.5,21.8259
18.6,21.44
18.7,21.8688
18.8,21.7402
18.9,21.543
19,21.7402
19.1,21.3971
19.2,21.8259
19.3,21.5686
19.4,21.5258
19.5,21.9974
19.6,21.3971
19.7,21.7402
19.8,21.9117
19.9,21.44
20,21.783
20.1,21.7402
20.2,21.5686
20.3,21.783
20.4,21.6544
20.5,21.6544
20.6,21.6544
20.7,21.6973
20.8,21.6221
20.9,21.4829
21,21.783
21.1,21.7402
21.2,21.44
21.3,21.783
21.4,21.8259
21.5,21.4829
21.6,21.783
21.7,21.6544
21.8,21.6973
21.9,21.6973
22,21.6544
22.1,21.783
22.2,21.6115
22.3,21.6544
22.4,21.8688
22.5,19.6819
22.6,23.3974
22.7,21.6544
22.8,21.4829
22.9,21.9974
23,21.5686
23.1,21.5686
23.2,21.8688
23.3,21.4829
23.4,21.783
23.5,21.7402
23.6,21.5686
23.7,21.8259
23.8,21.6973
23.9,21.5686
24,21.8259
24.1,21.6115
24.2,21.6973
24.3,21.6544
24.4,21.4419
24.5,21.8688
24.6,21.3971
24.7,21.6973
24.8,21.9117
24.9,21.3971
25,21.8259
25.1,21.8259
25.2,21.44
25.3,21.8259
25.4,21.6544
25.5,21.6544
25.6,21.7402
25.7,21.6544
25.8,21.7402
25.9,21.5686
26,21.7402
26.1,21.8259
26.2,21.44
26.3,21.6822
26.4,21.6544
26.5,21.44
26.6,21.8688
26.7,21.7402
26.8,21.5258
26.9,21.7402
27,21.6544
27.1,21.7402
27.2,21.6544
27.3,21.6973
27.4,21.783
27.5,21.44
27.6,21.8688
27.7,21.783
27.8,21.3971
27.9,21.9546
28,21.6115
28.1,21.4678
28.2,21.8688
28.3,21.44
28.4,21.6544
28.5,21.6544
28.6,21.6973
28.7,21.783
28.8,21.5686
28.9,21.7402
29,21.783
29.1,21.3971
29.2,21.9546
29.3,21.6973
29.4,21.44
29.5,21.9546
29.6,21.5686
29.7,21.5686
29.8,21.9974
29.9,21.425
30,21.6973
30.1,21.6544
30.2,21.44
30.3,21.8688
30.4,21.44
30.5,21.8259
30.6,21.7402
30.7,21.44
30.8,21.9546
30.9,21.6544
31,21.4829
31.1,21.9974
31.2,21.44
31.3,21.6973
31.4,21.9546
31.5,21.3971
31.6,21.783
31.7,16.8518
31.8,26.4246
31.9,21.8259
32,21.44
32.1,21.6973
32.2,21.6115
32.3,21.5686
32.4,21.9546
32.5,21.5258
32.6,21.6115
32.7,21.9546
32.8,21.3542
32.9,21.8688
33,21.8259
33.1,21.3971
33.2,21.9117
33.3,21.6544
33.4,21.5258
33.5,21.9117
33.6,21.545
33.7,21.5258
33.8,21.6973
33.9,21.5686
34,21.8688
34.1,21.3971
34.2,21.8688
34.3,21.7402
34.4,21.3971
34.5,21.9546
34.6,21.6973
34.7,21.44
34.8,22.0403
34.9,21.44
35,21.6544
35.1,21.9974
35.2,21.3971
35.3,21.7402
35.4,21.5821
35.5,21.5258
35.6,21.8259
35.7,21.3971
35.8,21.7402
35.9,21.8259
36,21.4829
36.1,21.8259
36.2,21.7402
36.3,21.5686
36.4,21.6973
36.5,21.6544
36.6,21.783
36.7,21.6115
36.8,21.6973
36.9,21.8259
37,21.5258
37.1,21.7488
37.2,21.5258
37.3,21.44
37.4,21.8259
37.5,21.6973
37.6,21.5686
37.7,21.8259
37.8,21.6115
37.9,21.6973
38,21.6544
38.1,21.6544
38.2,21.8259
38.3,21.5686
38.4,21.6973
38.5,21.8259
38.6,21.3542
38.7,21.9546
38.8,21.7402
38.9,21.3971
39,21.8285
39.1,21.44
39.2,21.6544
39.3,21.7402
39.4,21.44
39.5,21.9546
39.6,21.5686
39.7,21.5686
39.8,21.9974
39.9,21.44
40,21.6973
40.1,21.8688
40.2,21.44
40.3,21.8688
40.4,21.7402
40.5,21.4829
40.6,21.8259
40.7,21.3114
40.8,21.9744
40.9,21.7402
41,21.44
41.1,21.783
41.2,21.44
41.3,21.6973
41.4,21.9546
41.5,21.3971
41.6,21.783
41.7,21.783
41.8,21.4829
41.9,21.8688
42,21.6973
42.1,21.5686
42.2,21.7402
42.3,21.6115
42.4,21.783
42.5,21.6544
42.6,21.6544
42.7,21.5859
