# time_sec, throughput_Mbps
1.000000,0.000000
1.100000,11.584000
1.200000,12.047360
1.300000,12.047360
1.400000,12.047360
1.500000,12.047360
1.600000,12.047360
1.700000,12.047360
1.800000,12.047360
1.900000,12.047360
2.000000,12.047360
2.100000,12.047360
2.200000,12.047360
2.300000,12.047360
2.400000,12.047360
2.500000,12.047360
2.600000,12.047360
2.700000,12.047360
2.800000,12.047360
2.900000,12.047360
3.000000,12.047360
3.100000,12.047360
3.200000,12.047360
3.300000,12.047360
3.400000,12.047360
3.500000,12.047360
3.600000,12.047360
3.700000,12.047360
3.800000,12.047360
3.900000,12.047360
4.000000,12.047360
4.100000,12.047360
4.200000,12.047360
4.300000,12.047360
4.400000,12.163200
4.500000,12.047360
4.600000,12.047360
4.700000,12.047360
4.800000,12.047360
4.900000,12.047360
5.000000,12.047360
5.100000,12.047360
5.200000,12.047360
5.300000,12.047360
5.400000,12.047360
5.500000,12.047360
5.600000,12.047360
5.700000,12.047360
5.800000,12.047360
5.900000,12.047360
6.000000,12.047360
6.100000,12.047360
6.200000,12.047360
6.300000,12.047360
6.400000,12.047360
6.500000,12.047360
6.600000,12.047360
6.700000,12.047360
6.800000,12.047360
6.900000,12.047360
7.000000,12.047360
7.100000,12.047360
7.200000,12.047360
7.300000,12.047360
7.400000,12.047360
7.500000,12.047360
7.600000,12.047360
7.700000,12.047360
7.800000,12.047360
7.900000,12.047360
8.000000,12.163200
8.100000,12.047360
8.200000,12.047360
8.300000,12.047360
8.400000,12.047360
8.500000,12.047360
8.600000,12.047360
8.700000,12.047360
8.800000,12.047360
8.900000,12.047360
9.000000,12.047360
9.100000,12.047360
9.200000,12.047360
9.300000,12.047360
9.400000,12.047360
9.500000,12.047360
9.600000,12.047360
9.700000,12.047360
9.800000,12.047360
9.900000,12.047360
10.000000,12.047360
10.100000,12.047360
10.200000,12.047360
10.300000,12.047360
10.400000,12.047360
10.500000,12.047360
10.600000,12.047360
10.700000,12.047360
10.800000,12.047360
10.900000,12.047360
11.000000,12.047360
11.100000,9.035520
11.200000,8.803840
11.300000,11.584000
11.400000,12.047360
11.500000,10.888960
11.600000,13.321600
11.700000,10.657280
11.800000,13.437440
11.900000,12.047360
12.000000,12.047360
12.100000,12.047360
12.200000,12.047360
12.300000,12.047360
12.400000,12.047360
12.500000,12.047360
12.600000,10.657280
12.700000,13.437440
12.800000,12.047360
12.900000,11.815680
13.000000,12.279040
13.100000,11.815680
13.200000,12.279040
13.300000,10.657280
13.400000,13.437440
13.500000,12.047360
13.600000,12.047360
13.700000,12.047360
13.800000,11.931520
13.900000,12.163200
14.000000,12.047360
14.100000,12.047360
14.200000,12.047360
14.300000,12.047360
14.400000,12.047360
14.500000,12.047360
14.600000,12.047360
14.700000,10.541440
14.800000,13.553280
14.900000,12.047360
15.000000,12.047360
15.100000,12.163200
15.200000,11.699840
15.300000,12.394880
15.400000,11.004800
15.500000,13.089920
15.600000,10.657280
15.700000,13.437440
15.800000,12.047360
15.900000,12.047360
16.000000,12.047360
16.100000,11.931520
16.200000,12.163200
16.300000,12.047360
16.400000,12.047360
16.500000,12.047360
16.600000,12.047360
16.700000,12.047360
16.800000,12.047360
16.900000,12.047360
17.000000,12.047360
17.100000,12.047360
17.200000,12.047360
17.300000,12.047360
17.400000,12.047360
17.500000,11.004800
17.600000,13.089920
17.700000,11.120640
17.800000,12.974080
17.900000,12.047360
18.000000,12.047360
18.100000,12.047360
18.200000,12.047360
18.300000,12.047360
18.400000,11.236480
18.500000,12.858240
18.600000,12.047360
18.700000,12.163200
18.800000,12.047360
18.900000,12.047360
19.000000,12.047360
19.100000,12.047360
19.200000,12.047360
19.300000,12.047360
19.400000,12.047360
19.500000,12.047360
19.600000,12.047360
19.700000,12.047360
19.800000,11.004800
19.900000,13.089920
20.000000,10.309760
20.100000,13.784960
20.200000,9.962240
20.300000,14.132480
20.400000,12.047360
20.500000,11.584000
20.600000,12.510720
20.700000,11.236480
20.800000,12.858240
20.900000,12.047360
21.000000,12.047360
21.100000,12.047360
21.200000,12.047360
21.300000,9.846400
21.400000,8.688000
21.500000,10.888960
21.600000,12.047360
21.700000,12.047360
21.800000,12.047360
21.900000,12.047360
22.000000,12.047360
22.100000,12.047360
22.200000,12.047360
22.300000,12.163200
22.400000,11.120640
22.500000,12.974080
22.600000,11.815680
22.700000,12.279040
22.800000,12.047360
22.900000,12.047360
23.000000,12.047360
23.100000,12.047360
23.200000,12.047360
23.300000,12.047360
23.400000,12.047360
23.500000,12.047360
23.600000,12.047360
23.700000,11.468160
23.800000,12.626560
23.900000,10.888960
24.000000,13.205760
24.100000,10.425600
24.200000,13.669120
24.300000,12.047360
24.400000,12.047360
24.500000,12.047360
24.600000,11.699840
24.700000,12.394880
24.800000,12.047360
24.900000,12.047360
25.000000,12.047360
25.100000,12.047360
25.200000,12.047360
25.300000,12.047360
25.400000,12.047360
25.500000,12.047360
25.600000,12.047360
25.700000,12.047360
25.800000,12.163200
25.900000,12.047360
26.000000,10.657280
26.100000,13.437440
26.200000,10.773120
26.300000,13.321600
26.400000,12.047360
26.500000,11.931520
26.600000,12.163200
26.700000,12.047360
26.800000,12.047360
26.900000,10.888960
27.000000,13.205760
27.100000,12.047360
27.200000,12.047360
27.300000,12.047360
27.400000,12.047360
27.500000,12.047360
27.600000,12.047360
27.700000,12.047360
27.800000,12.047360
