# time_sec, throughput_Mbps
1.000000,0.000000
1.100000,1.158400
1.200000,9.730560
1.300000,18.186880
1.400000,19.576960
1.500000,3.822720
1.600000,0.000000
1.700000,29.886720
1.800000,20.619520
1.900000,31.856000
2.000000,18.997760
2.100000,34.288640
2.200000,20.272000
2.300000,20.272000
2.400000,20.619520
2.500000,21.082880
2.600000,20.967040
2.700000,21.662080
2.800000,21.314560
2.900000,22.357120
3.000000,21.662080
3.100000,22.936320
3.200000,21.777920
3.300000,23.052160
3.400000,22.009600
3.500000,23.052160
3.600000,22.357120
3.700000,22.704640
3.800000,22.357120
3.900000,22.704640
4.000000,22.820480
4.100000,22.241280
4.200000,23.168000
4.300000,22.009600
4.400000,23.052160
4.500000,22.357120
4.600000,22.704640
4.700000,22.820480
4.800000,22.241280
4.900000,23.052160
5.000000,22.357120
5.100000,22.704640
5.200000,22.820480
5.300000,22.241280
5.400000,23.052160
5.500000,22.357120
5.600000,22.704640
5.700000,22.820480
5.800000,22.241280
5.900000,23.052160
6.000000,22.820480
6.100000,22.704640
6.200000,23.168000
6.300000,22.588800
6.400000,22.820480
6.500000,23.168000
6.600000,22.588800
6.700000,22.820480
6.800000,23.168000
6.900000,22.588800
7.000000,22.820480
7.100000,23.168000
7.200000,22.820480
7.300000,22.588800
7.400000,23.168000
7.500000,23.052160
7.600000,22.704640
7.700000,22.820480
7.800000,23.283840
7.900000,23.052160
8.000000,22.357120
8.100000,23.168000
8.200000,23.168000
8.300000,23.052160
8.400000,22.588800
8.500000,23.283840
8.600000,23.283840
8.700000,23.168000
8.800000,22.936320
8.900000,22.936320
9.000000,23.283840
9.100000,23.283840
9.200000,23.168000
9.300000,22.588800
9.400000,23.283840
9.500000,23.283840
9.600000,23.399680
9.700000,22.820480
9.800000,22.936320
9.900000,23.283840
10.000000,23.283840
10.100000,23.168000
10.200000,22.936320
10.300000,22.936320
10.400000,23.283840
10.500000,23.283840
10.600000,23.168000
10.700000,22.936320
10.800000,4.054400
10.900000,42.049920
11.000000,22.588800
11.100000,23.168000
11.200000,22.588800
11.300000,23.168000
11.400000,22.704640
11.500000,23.283840
11.600000,22.820480
11.700000,22.936320
11.800000,23.283840
11.900000,23.168000
12.000000,22.588800
12.100000,23.283840
12.200000,23.283840
12.300000,22.820480
12.400000,22.936320
12.500000,23.283840
12.600000,23.283840
12.700000,23.168000
12.800000,22.936320
12.900000,22.936320
13.000000,23.283840
13.100000,23.283840
13.200000,23.283840
13.300000,22.820480
13.400000,23.052160
13.500000,23.283840
13.600000,23.168000
13.700000,22.936320
13.800000,22.704640
13.900000,23.515520
14.000000,22.820480
14.100000,22.936320
14.200000,22.704640
14.300000,22.936320
14.400000,22.704640
14.500000,23.052160
14.600000,22.936320
14.700000,22.936320
14.800000,22.820480
14.900000,22.936320
15.000000,23.283840
15.100000,22.588800
15.200000,23.168000
