# time_sec, throughput_Mbps
1.000000,0.000000
1.100000,6.255360
1.200000,15.754240
1.300000,8.224640
1.400000,16.912640
1.500000,23.631360
1.600000,16.101760
1.700000,17.955200
1.800000,18.650240
1.900000,19.576960
2.000000,20.040320
2.100000,19.924480
2.200000,20.503680
2.300000,20.619520
2.400000,20.967040
2.500000,21.082880
2.600000,21.430400
2.700000,21.662080
2.800000,21.777920
2.900000,21.777920
3.000000,21.893760
3.100000,22.009600
3.200000,22.009600
3.300000,22.241280
3.400000,22.009600
3.500000,22.241280
3.600000,22.125440
3.700000,22.009600
3.800000,22.125440
3.900000,22.125440
4.000000,22.125440
4.100000,22.009600
4.200000,22.125440
4.300000,22.009600
4.400000,22.241280
4.500000,22.009600
4.600000,22.125440
4.700000,21.893760
4.800000,22.241280
4.900000,21.893760
5.000000,22.241280
5.100000,22.009600
5.200000,22.125440
5.300000,22.009600
5.400000,22.241280
5.500000,22.009600
5.600000,22.125440
5.700000,22.125440
5.800000,22.009600
5.900000,22.125440
6.000000,22.009600
6.100000,22.009600
6.200000,22.125440
6.300000,22.125440
6.400000,22.009600
6.500000,22.125440
6.600000,22.009600
6.700000,22.241280
6.800000,21.893760
6.900000,22.125440
7.000000,22.009600
7.100000,22.241280
7.200000,22.009600
7.300000,22.125440
7.400000,22.009600
7.500000,22.241280
7.600000,22.009600
7.700000,22.125440
7.800000,22.125440
7.900000,22.009600
8.000000,22.241280
8.100000,21.893760
8.200000,22.241280
8.300000,22.009600
8.400000,22.125440
8.500000,22.009600
8.600000,22.241280
8.700000,21.893760
8.800000,22.241280
8.900000,22.009600
9.000000,22.241280
9.100000,21.893760
9.200000,22.241280
9.300000,21.893760
9.400000,22.125440
9.500000,22.009600
9.600000,22.241280
9.700000,22.009600
9.800000,22.125440
9.900000,22.125440
10.000000,22.009600
10.100000,22.125440
10.200000,22.009600
10.300000,22.125440
10.400000,22.009600
10.500000,22.125440
10.600000,22.009600
10.700000,22.357120
10.800000,22.009600
10.900000,22.125440
11.000000,22.125440
11.100000,12.394880
11.200000,2.316800
11.300000,4.865280
11.400000,18.186880
11.500000,19.345280
11.600000,19.924480
11.700000,20.503680
11.800000,20.619520
11.900000,20.967040
12.000000,21.198720
12.100000,21.546240
12.200000,21.546240
12.300000,21.662080
12.400000,21.777920
12.500000,22.009600
12.600000,21.893760
12.700000,22.125440
12.800000,22.009600
12.900000,22.241280
13.000000,22.009600
13.100000,22.125440
13.200000,22.009600
13.300000,22.125440
13.400000,21.893760
13.500000,22.241280
13.600000,21.893760
13.700000,22.125440
13.800000,22.009600
13.900000,22.241280
14.000000,22.009600
14.100000,22.125440
14.200000,22.009600
14.300000,22.241280
14.400000,22.009600
14.500000,22.125440
14.600000,22.125440
14.700000,22.009600
14.800000,22.125440
14.900000,22.009600
15.000000,22.125440
15.100000,22.009600
15.200000,22.125440
15.300000,22.009600
15.400000,22.241280
15.500000,21.893760
15.600000,22.241280
15.700000,21.893760
15.800000,22.125440
15.900000,22.009600
16.000000,22.125440
16.100000,22.125440
16.200000,22.241280
16.300000,22.009600
16.400000,22.125440
16.500000,22.009600
16.600000,22.125440
16.700000,22.125440
16.800000,22.009600
16.900000,22.125440
17.000000,22.009600
17.100000,22.125440
17.200000,21.893760
17.300000,22.241280
17.400000,22.009600
17.500000,22.241280
17.600000,22.009600
17.700000,22.125440
17.800000,21.893760
17.900000,22.241280
18.000000,22.009600
18.100000,22.125440
18.200000,22.009600
18.300000,22.125440
18.400000,22.009600
18.500000,22.125440
18.600000,22.125440
18.700000,22.009600
18.800000,22.125440
18.900000,22.009600
19.000000,22.241280
19.100000,22.009600
19.200000,22.125440
19.300000,21.893760
19.400000,22.241280
19.500000,21.893760
19.600000,22.241280
19.700000,22.125440
19.800000,22.125440
19.900000,22.125440
20.000000,22.009600
20.100000,22.125440
20.200000,22.009600
20.300000,22.009600
20.400000,22.125440
20.500000,22.009600
20.600000,22.009600
20.700000,22.241280
20.800000,21.893760
20.900000,22.241280
21.000000,21.893760
21.100000,22.241280
21.200000,22.009600
21.300000,22.009600
21.400000,1.853440
21.500000,2.316800
21.600000,13.553280
21.700000,18.650240
21.800000,19.576960
21.900000,20.156160
22.000000,20.387840
22.100000,20.735360
22.200000,20.851200
22.300000,21.314560
22.400000,21.430400
22.500000,21.662080
22.600000,21.662080
22.700000,21.777920
22.800000,21.777920
22.900000,22.009600
23.000000,22.125440
23.100000,21.893760
23.200000,22.357120
23.300000,21.893760
23.400000,22.241280
23.500000,21.893760
23.600000,22.125440
23.700000,22.009600
23.800000,22.125440
23.900000,22.125440
24.000000,22.009600
24.100000,22.125440
24.200000,22.125440
24.300000,22.009600
24.400000,22.125440
24.500000,22.125440
24.600000,22.009600
24.700000,22.125440
