# time_sec, throughput_Mbps
1.000000,0.000000
1.100000,9.151360
1.200000,19.461120
1.300000,21.198720
1.400000,22.588800
1.500000,22.820480
1.600000,22.820480
1.700000,22.936320
1.800000,22.820480
1.900000,23.052160
2.000000,22.820480
2.100000,22.936320
2.200000,22.820480
2.300000,22.820480
2.400000,22.820480
2.500000,23.168000
2.600000,22.820480
2.700000,22.820480
2.800000,22.820480
2.900000,22.936320
3.000000,23.052160
3.100000,22.820480
3.200000,22.936320
3.300000,22.820480
3.400000,22.820480
3.500000,22.820480
3.600000,23.168000
3.700000,22.820480
3.800000,22.820480
3.900000,22.820480
4.000000,22.936320
4.100000,23.052160
4.200000,22.820480
4.300000,22.820480
4.400000,22.936320
4.500000,22.820480
4.600000,22.820480
4.700000,23.052160
4.800000,22.936320
4.900000,22.820480
5.000000,22.820480
5.100000,22.820480
5.200000,23.052160
5.300000,22.936320
5.400000,22.820480
5.500000,22.820480
5.600000,22.936320
5.700000,22.820480
5.800000,23.052160
5.900000,22.936320
6.000000,22.820480
6.100000,22.820480
6.200000,22.820480
6.300000,22.936320
6.400000,23.052160
6.500000,22.820480
6.600000,22.820480
6.700000,22.936320
6.800000,22.820480
6.900000,23.052160
7.000000,22.820480
7.100000,22.936320
7.200000,22.820480
7.300000,22.820480
7.400000,22.820480
7.500000,23.168000
7.600000,22.820480
7.700000,22.820480
7.800000,22.820480
7.900000,22.936320
8.000000,23.052160
8.100000,22.820480
8.200000,22.936320
8.300000,22.820480
8.400000,22.820480
8.500000,22.820480
8.600000,23.168000
8.700000,22.820480
8.800000,22.820480
8.900000,22.820480
9.000000,22.936320
9.100000,23.052160
9.200000,22.820480
9.300000,22.820480
9.400000,22.936320
9.500000,22.820480
9.600000,22.820480
9.700000,23.052160
9.800000,22.936320
9.900000,22.820480
10.000000,22.820480
10.100000,22.820480
10.200000,23.052160
10.300000,22.936320
10.400000,22.820480
10.500000,22.820480
10.600000,22.936320
10.700000,22.820480
10.800000,23.052160
10.900000,22.936320
11.000000,22.820480
11.100000,22.820480
11.200000,22.820480
11.300000,22.936320
11.400000,23.052160
11.500000,22.820480
11.600000,22.820480
11.700000,22.936320
11.800000,22.820480
11.900000,23.052160
12.000000,22.820480
12.100000,22.936320
12.200000,22.820480
12.300000,22.820480
12.400000,22.820480
12.500000,23.168000
12.600000,22.820480
12.700000,22.820480
12.800000,22.820480
12.900000,22.936320
13.000000,23.052160
13.100000,22.820480
13.200000,22.936320
13.300000,22.820480
13.400000,22.820480
13.500000,22.820480
13.600000,23.168000
13.700000,22.820480
13.800000,22.820480
13.900000,22.820480
14.000000,22.936320
14.100000,23.052160
14.200000,22.820480
14.300000,22.820480
14.400000,22.936320
14.500000,22.820480
14.600000,22.820480
14.700000,23.052160
14.800000,22.936320
14.900000,22.820480
15.000000,22.820480
15.100000,22.820480
15.200000,23.052160
15.300000,22.936320
15.400000,22.820480
15.500000,22.820480
15.600000,22.936320
15.700000,22.820480
15.800000,23.052160
15.900000,22.936320
16.000000,22.820480
16.100000,22.820480
16.200000,22.820480
16.300000,22.936320
16.400000,23.052160
16.500000,22.820480
16.600000,22.820480
16.700000,22.936320
16.800000,22.820480
16.900000,23.052160
17.000000,22.820480
17.100000,22.936320
17.200000,22.820480
17.300000,22.820480
17.400000,22.820480
17.500000,23.168000
17.600000,22.820480
17.700000,22.820480
17.800000,22.820480
17.900000,22.936320
18.000000,23.052160
18.100000,22.820480
18.200000,22.936320
18.300000,22.820480
18.400000,22.820480
18.500000,22.820480
18.600000,23.168000
18.700000,22.820480
18.800000,22.820480
18.900000,22.820480
19.000000,22.936320
19.100000,23.052160
19.200000,22.820480
19.300000,22.820480
19.400000,22.936320
19.500000,22.820480
19.600000,22.820480
19.700000,23.052160
19.800000,22.936320
19.900000,22.820480
20.000000,22.820480
20.100000,22.820480
20.200000,23.052160
20.300000,22.936320
20.400000,22.820480
20.500000,22.820480
20.600000,22.936320
20.700000,22.820480
20.800000,23.052160
20.900000,22.936320
21.000000,22.820480
21.100000,22.820480
21.200000,22.820480
21.300000,22.936320
21.400000,23.052160
21.500000,22.820480
21.600000,22.820480
21.700000,22.936320
21.800000,22.820480
21.900000,23.052160
22.000000,22.820480
22.100000,22.936320
22.200000,22.820480
22.300000,22.820480
22.400000,22.820480
22.500000,23.168000
22.600000,22.820480
22.700000,22.820480
22.800000,22.820480
22.900000,22.936320
23.000000,23.052160
23.100000,22.820480
23.200000,22.936320
23.300000,22.820480
23.400000,22.820480
23.500000,22.820480
23.600000,23.168000
23.700000,22.820480
23.800000,22.820480
23.900000,22.820480
24.000000,22.936320
24.100000,23.052160
24.200000,22.820480
24.300000,22.820480
24.400000,22.936320
24.500000,22.820480
24.600000,22.820480
24.700000,23.052160
24.800000,22.936320
24.900000,22.820480
25.000000,22.820480
25.100000,22.820480
25.200000,23.052160
25.300000,22.936320
25.400000,22.820480
25.500000,22.820480
25.600000,22.936320
25.700000,22.820480
25.800000,23.052160
25.900000,22.936320
26.000000,22.820480
26.100000,22.820480
26.200000,22.820480
26.300000,22.936320
26.400000,23.052160
26.500000,22.820480
26.600000,22.820480
26.700000,22.936320
26.800000,22.820480
26.900000,23.052160
27.000000,22.820480
27.100000,22.936320
27.200000,22.820480
27.300000,22.820480
27.400000,22.820480
27.500000,23.168000
27.600000,22.820480
27.700000,22.820480
27.800000,22.820480
27.900000,22.936320
28.000000,23.052160
28.100000,22.820480
28.200000,22.936320
28.300000,22.820480
28.400000,22.820480
28.500000,22.820480
28.600000,23.168000
28.700000,22.820480
28.800000,22.820480
28.900000,22.820480
29.000000,22.936320
29.100000,23.052160
29.200000,22.820480
29.300000,22.820480
29.400000,22.936320
29.500000,22.820480
29.600000,22.820480
29.700000,23.052160
29.800000,22.936320
29.900000,22.820480
30.000000,22.820480
30.100000,22.820480
30.200000,23.052160
30.300000,22.936320
30.400000,22.820480
30.500000,22.820480
30.600000,22.936320
30.700000,22.820480
30.800000,23.052160
30.900000,22.936320
31.000000,22.820480
31.100000,22.820480
31.200000,22.820480
31.300000,22.936320
31.400000,23.052160
31.500000,22.820480
31.600000,22.820480
31.700000,22.936320
31.800000,22.820480
31.900000,23.052160
32.000000,22.820480
32.100000,22.936320
32.200000,22.820480
32.300000,22.820480
32.400000,22.820480
32.500000,23.168000
32.600000,22.820480
32.700000,22.820480
32.800000,22.820480
32.900000,22.936320
33.000000,23.052160
33.100000,22.820480
33.200000,22.936320
33.300000,22.820480
33.400000,22.820480
33.500000,22.820480
33.600000,23.168000
33.700000,22.820480
33.800000,22.820480
33.900000,22.820480
34.000000,22.936320
34.100000,23.052160
34.200000,22.820480
34.300000,22.820480
34.400000,22.936320
34.500000,22.820480
34.600000,22.820480
34.700000,23.052160
34.800000,22.936320
34.900000,22.820480
35.000000,22.820480
35.100000,22.820480
35.200000,23.052160
35.300000,22.936320
35.400000,22.820480
35.500000,22.820480
35.600000,22.936320
35.700000,22.820480
35.800000,23.052160
35.900000,22.936320
36.000000,22.820480
36.100000,22.820480
36.200000,22.820480
36.300000,22.936320
36.400000,23.052160
36.500000,22.820480
36.600000,22.820480
36.700000,22.936320
36.800000,22.820480
36.900000,23.052160
37.000000,22.820480
37.100000,22.936320
37.200000,22.820480
37.300000,22.820480
37.400000,22.820480
37.500000,23.168000
37.600000,22.820480
37.700000,22.820480
37.800000,22.820480
37.900000,22.936320
38.000000,23.052160
38.100000,22.820480
38.200000,22.936320
38.300000,22.820480
38.400000,22.820480
38.500000,22.820480
38.600000,23.168000
38.700000,22.820480
38.800000,22.820480
38.900000,22.820480
39.000000,22.936320
39.100000,23.052160
39.200000,22.820480
39.300000,22.820480
39.400000,22.936320
39.500000,22.820480
39.600000,22.820480
39.700000,23.052160
39.800000,22.936320
39.900000,22.820480
40.000000,22.820480
40.100000,22.820480
40.200000,23.052160
40.300000,22.936320
40.400000,22.820480
40.500000,22.936320
40.600000,22.820480
40.700000,22.820480
40.800000,23.052160
40.900000,22.936320
41.000000,22.820480
41.100000,22.820480
41.200000,22.820480
41.300000,22.936320
41.400000,23.052160
41.500000,22.820480
41.600000,22.820480
41.700000,22.936320
41.800000,22.820480
41.900000,23.052160
42.000000,22.820480
42.100000,22.936320
42.200000,22.820480
42.300000,22.820480
42.400000,22.820480
42.500000,23.168000
42.600000,22.820480
42.700000,22.820480
42.800000,22.820480
42.900000,22.936320
43.000000,23.052160
43.100000,22.820480
43.200000,22.936320
43.300000,22.820480
43.400000,22.820480
43.500000,22.820480
43.600000,23.168000
43.700000,22.820480
43.800000,22.820480
43.900000,22.820480
44.000000,22.936320
44.100000,23.052160
44.200000,22.820480
44.300000,22.820480
44.400000,22.936320
44.500000,22.820480
44.600000,22.820480
44.700000,23.052160
44.800000,22.936320
44.900000,22.820480
45.000000,22.820480
45.100000,22.820480
45.200000,23.052160
45.300000,22.936320
45.400000,22.820480
45.500000,22.936320
45.600000,22.820480
45.700000,22.820480
45.800000,23.052160
45.900000,22.936320
46.000000,22.820480
46.100000,22.820480
46.200000,22.820480
46.300000,22.936320
46.400000,23.052160
46.500000,22.820480
46.600000,22.820480
46.700000,22.936320
46.800000,22.820480
46.900000,23.052160
47.000000,22.820480
47.100000,22.936320
47.200000,22.820480
47.300000,22.820480
47.400000,22.820480
47.500000,23.168000
47.600000,22.820480
47.700000,22.820480
47.800000,22.820480
47.900000,22.936320
48.000000,23.052160
48.100000,22.820480
48.200000,22.936320
48.300000,22.820480
48.400000,22.820480
48.500000,22.820480
48.600000,23.168000
48.700000,22.820480
48.800000,22.820480
48.900000,22.820480
49.000000,22.936320
49.100000,23.052160
49.200000,22.820480
49.300000,22.820480
49.400000,22.936320
49.500000,22.820480
49.600000,22.820480
49.700000,23.168000
49.800000,22.820480
49.900000,22.820480
50.000000,22.820480
50.100000,22.820480
50.200000,23.052160
50.300000,22.936320
50.400000,22.820480
50.500000,22.936320
50.600000,22.820480
50.700000,22.820480
50.800000,23.052160
50.900000,22.936320
51.000000,22.820480
51.100000,22.820480
51.200000,22.820480
51.300000,22.936320
51.400000,23.052160
51.500000,22.820480
51.600000,22.820480
51.700000,22.936320
51.800000,22.820480
51.900000,23.052160
52.000000,22.820480
52.100000,22.936320
52.200000,22.820480
52.300000,22.820480
52.400000,22.820480
52.500000,23.168000
52.600000,22.820480
52.700000,22.820480
52.800000,22.820480
52.900000,22.936320
53.000000,23.052160
53.100000,22.820480
53.200000,22.936320
53.300000,22.820480
53.400000,22.820480
53.500000,22.820480
53.600000,23.168000
53.700000,22.820480
53.800000,22.820480
