5,0.68608
5.1,0.6432
5.2,0.6432
5.3,0.68608
5.4,0.6432
5.5,0.6432
5.6,0.6432
5.7,0.6432
5.8,0.68608
5.9,0.6432
6,0.6432
6.1,0.68608
6.2,0.6432
6.3,0.6432
6.4,0.04288
6.5,0
6.6,0
6.7,0
6.8,0
6.9,0
7,0
7.1,0
7.2,0
7.3,0
7.4,2.7872
7.5,0
7.6,0
7.7,0
7.8,0
7.9,0
8,1.11488
8.1,1.37216
8.2,0
8.3,2.44416
8.4,2.52992
8.5,0.6432
8.6,0.55744
8.7,0.68608
8.8,0.6432
8.9,0.6432
9,0.6432
9.1,0.6432
9.2,0.68608
9.3,0.6432
9.4,0.6432
9.5,0.68608
9.6,0.6432
9.7,0.6432
9.8,0.68608
9.9,0.6432
10,0.6432
10.1,0.68608
10.2,0.60032
10.3,0.68608
10.4,0.68608
10.5,0.6432
10.6,0.6432
10.7,0.68608
10.8,0.6432
10.9,0.6432
11,0.68608
11.1,0.6432
11.2,0.6432
11.3,0.6432
11.4,0.6432
11.5,0.68608
11.6,0.6432
11.7,0.6432
11.8,0.6432
11.9,0.55744
12,0
12.1,0
12.2,0
12.3,0
12.4,0
12.5,0
12.6,0
12.7,0
12.8,0
12.9,2.05824
13,0
13.1,0
13.2,0
13.3,0
13.4,0
13.5,0
13.6,0
13.7,0
13.8,0
13.9,4.288
14,3.94496
14.1,0.6432
14.2,0.6432
14.3,0.68608
14.4,0.60032
14.5,0.68608
14.6,0.6432
14.7,0.6432
14.8,0.6432
14.9,0.6432
15,0.68608
15.1,0.60032
15.2,0.68608
15.3,0.6432
15.4,0.6432
15.5,0.6432
15.6,0.6432
15.7,0.6432
15.8,0.6432
15.9,0.68608
16,0.6432
16.1,0.68608
16.2,0.6432
16.3,0.60032
16.4,0.68608
16.5,0.6432
16.6,0.6432
16.7,0.68608
16.8,0.6432
16.9,0.6432
17,0.68608
17.1,0.6432
17.2,0.6432
17.3,0.68608
17.4,0.6432
17.5,0.08576
17.6,0
17.7,0
17.8,0
17.9,0
18,0
18.1,0
18.2,0
18.3,0
18.4,0
18.5,0.72896
18.6,0.38592
18.7,1.11488
18.8,0
18.9,0
19,2.22976
19.1,0
19.2,0
19.3,1.67232
19.4,3.6448
19.5,0.60032
19.6,0.6432
19.7,0.6432
19.8,0.6432
19.9,0.68608
20,0.6432
20.1,0.6432
20.2,0.6432
20.3,0.68608
20.4,0.60032
20.5,0.68608
20.6,0.60032
20.7,0.68608
20.8,0.6432
20.9,0.6432
21,0.6432
21.1,0.6432
21.2,0.68608
21.3,0.6432
21.4,0.6432
21.5,0.6432
21.6,0.6432
21.7,0.6432
21.8,0.6432
21.9,0.68608
22,0.6432
22.1,0.68608
22.2,0.6432
22.3,0.6432
22.4,0.6432
22.5,0.68608
22.6,0.2144
22.7,0
22.8,0
22.9,0
23,0
23.1,0
23.2,0
23.3,0
23.4,0
23.5,0
