5,1.24352
5.1,0
5.2,0
5.3,0
5.4,0
5.5,0
5.6,0
5.7,0
5.8,0
5.9,0
6,0
6.1,10.5187
6.2,0
6.3,0.34304
6.4,1.24352
6.5,1.20064
6.6,1.20064
6.7,1.24352
6.8,1.20064
6.9,1.20064
7,1.20064
7.1,1.15776
7.2,1.20064
7.3,1.24352
7.4,1.20064
7.5,1.20064
7.6,1.20064
7.7,1.20064
7.8,1.20064
7.9,1.20064
8,1.20064
8.1,1.20064
8.2,1.24352
8.3,1.24352
8.4,1.15776
8.5,1.20064
8.6,1.20064
8.7,1.24352
8.8,1.15776
8.9,1.24352
9,1.15776
9.1,1.20064
9.2,1.20064
9.3,1.15776
9.4,1.24352
9.5,1.20064
9.6,1.20064
9.7,1.20064
9.8,1.24352
9.9,1.20064
10,1.15776
10.1,1.24352
10.2,1.15776
10.3,1.20064
10.4,1.20064
10.5,1.15776
10.6,1.20064
10.7,1.20064
10.8,1.20064
10.9,1.20064
11,1.20064
11.1,1.20064
11.2,1.20064
11.3,1.20064
11.4,1.11488
11.5,1.20064
11.6,1.24352
11.7,1.20064
11.8,1.20064
11.9,1.24352
12,1.20064
12.1,1.20064
12.2,1.20064
12.3,1.15776
12.4,1.15776
12.5,1.20064
12.6,1.20064
12.7,1.20064
12.8,1.20064
12.9,1.24352
13,1.20064
13.1,1.20064
13.2,1.20064
13.3,1.24352
13.4,1.20064
13.5,1.15776
13.6,1.20064
13.7,1.15776
13.8,1.20064
13.9,1.24352
14,1.20064
14.1,1.20064
14.2,1.24352
14.3,1.15776
14.4,1.24352
14.5,1.20064
14.6,1.20064
14.7,1.20064
14.8,1.20064
14.9,1.20064
15,1.24352
15.1,1.20064
15.2,1.11488
15.3,0
15.4,0
15.5,0
15.6,0
15.7,0
15.8,1.32928
15.9,0
16,0.60032
16.1,0
16.2,0
16.3,0
16.4,0
16.5,0
16.6,0
16.7,0
16.8,0
16.9,10.8534
17,1.24352
17.1,1.15776
17.2,1.20064
17.3,1.20064
17.4,1.20064
17.5,1.20064
17.6,1.20064
17.7,1.20064
17.8,1.20064
17.9,1.20064
18,1.20064
18.1,1.20064
18.2,1.20064
18.3,1.20064
18.4,1.24352
18.5,1.11488
18.6,1.20064
18.7,1.20064
18.8,1.24352
18.9,1.20064
19,1.20064
19.1,1.20064
19.2,1.15776
19.3,1.24352
19.4,1.20064
19.5,1.20064
19.6,1.20064
19.7,1.20064
19.8,1.20064
19.9,1.20064
20,1.15776
20.1,1.20064
20.2,1.24352
20.3,1.20064
20.4,1.15776
20.5,1.20064
20.6,1.20064
20.7,1.15776
20.8,1.20064
20.9,1.20064
21,1.20064
21.1,1.24352
21.2,1.20064
21.3,1.20064
21.4,1.20064
21.5,1.20064
21.6,1.15776
21.7,1.20064
21.8,1.20064
21.9,1.20064
22,1.20064
22.1,1.20064
22.2,1.20064
22.3,1.20064
22.4,1.20064
22.5,1.15776
22.6,1.24352
22.7,1.20064
22.8,1.20064
22.9,1.20064
23,1.20064
23.1,1.20064
23.2,1.20064
23.3,1.20064
23.4,1.20064
23.5,1.24352
23.6,1.15776
23.7,1.20064
23.8,1.20064
23.9,1.20064
24,1.20064
24.1,1.20064
24.2,1.20064
24.3,1.20064
24.4,1.20064
24.5,1.20064
24.6,1.20064
24.7,1.24352
24.8,1.15776
24.9,1.20064
25,1.20064
25.1,1.20064
25.2,1.20064
25.3,1.20064
25.4,1.24352
25.5,1.20064
25.6,1.20064
25.7,1.20064
25.8,0.51456
25.9,0
26,0
26.1,0
26.2,0
26.3,0
26.4,1.32928
26.5,1.2864
26.6,0
26.7,1.24352
26.8,3.04448
26.9,1.072
27,0.98624
27.1,0.81472
27.2,4.05408
27.3,1.15776
27.4,1.15776
27.5,1.24352
27.6,1.15776
27.7,1.24352
27.8,1.20064
27.9,1.15776
28,1.20064
28.1,1.20064
28.2,1.20064
28.3,1.20064
28.4,1.20064
28.5,1.15776
28.6,1.24352
28.7,1.20064
28.8,1.20064
28.9,1.24352
29,1.20064
29.1,1.20064
29.2,1.20064
29.3,1.15776
29.4,1.20064
29.5,1.24352
29.6,1.20064
29.7,1.20064
29.8,1.20064
29.9,1.15776
30,1.20064
30.1,1.20064
30.2,1.24352
30.3,1.20064
30.4,1.20064
30.5,1.24352
30.6,1.20064
30.7,1.20064
30.8,1.20064
30.9,1.20064
31,1.20064
31.1,1.15776
31.2,1.20064
31.3,1.20064
31.4,1.20064
31.5,1.20064
31.6,1.24352
31.7,1.20064
31.8,1.15776
31.9,1.24352
32,1.15776
32.1,1.20064
32.2,1.20064
32.3,1.20064
32.4,1.20064
32.5,1.15776
32.6,1.20064
32.7,1.24352
32.8,1.20064
32.9,1.20064
33,1.20064
33.1,1.20064
33.2,1.20064
33.3,1.20064
33.4,1.20064
33.5,1.20064
33.6,1.20064
33.7,1.20064
33.8,1.20064
33.9,1.20064
34,1.20064
34.1,1.20064
34.2,1.20064
34.3,1.20064
34.4,1.20064
34.5,1.20064
34.6,1.20064
34.7,1.20064
34.8,1.20064
34.9,1.20064
35,1.20064
35.1,1.20064
35.2,1.20064
35.3,1.20064
35.4,1.20064
35.5,1.20064
35.6,1.20064
35.7,1.072
35.8,0
35.9,0
36,0
36.1,0
36.2,0
36.3,1.2864
36.4,0
36.5,2.3584
36.6,0
36.7,0.8576
36.8,3.13024
36.9,0.90048
37,0.68608
37.1,3.93472
37.2,1.11488
37.3,1.20064
37.4,1.20064
37.5,1.20064
37.6,1.20064
37.7,1.24352
37.8,1.15776
37.9,1.20064
38,1.20064
38.1,1.20064
38.2,1.20064
38.3,1.20064
38.4,1.15776
38.5,1.24352
38.6,1.15776
38.7,1.20064
38.8,1.15776
38.9,1.20064
39,1.20064
39.1,1.20064
39.2,1.20064
39.3,1.20064
39.4,1.24352
39.5,1.15776
39.6,1.20064
39.7,1.15776
39.8,1.20064
39.9,1.20064
40,1.20064
40.1,1.15776
40.2,1.24352
40.3,1.20064
40.4,1.15776
40.5,1.20064
40.6,1.20064
40.7,1.20064
40.8,1.20064
40.9,1.20064
41,1.20064
41.1,1.20064
41.2,1.20064
41.3,1.20064
41.4,1.24352
41.5,1.20064
41.6,1.20064
41.7,1.20064
41.8,1.24352
41.9,1.15776
42,1.20064
42.1,1.20064
42.2,1.20064
42.3,1.20064
42.4,1.15776
42.5,1.2864
42.6,1.20064
42.7,1.20064
42.8,1.20064
42.9,1.20064
43,1.20064
43.1,1.20064
43.2,1.20064
43.3,1.20064
43.4,1.24352
43.5,1.15776
43.6,1.24352
43.7,1.20064
43.8,1.20064
43.9,1.24352
44,1.15776
44.1,1.24352
44.2,1.15776
44.3,1.20064
44.4,1.20064
44.5,1.24352
44.6,1.20064
44.7,1.20064
44.8,1.20064
44.9,1.15776
45,1.24352
45.1,1.20064
45.2,1.15776
45.3,1.20064
45.4,1.20064
45.5,1.24352
45.6,1.20064
45.7,1.20064
45.8,1.20064
45.9,0.81472
46,0
46.1,0
46.2,0
46.3,0
46.4,0
46.5,1.24352
46.6,0
46.7,0
